tweet_id	text	misogyny	category
226	مستخدم@ مستخدم@ روحي تشحري انت اول واحدة محرضة هي (ثورة كزابة مدعومة من الخارج بس لمشحر جوعان لبينتن رايح… https://t.co/xRLlzeqUl8	misogyny	discredit
227	مستخدم@ انتي متلونة ماحدا بيعرفلك حرف من طرف وضحي خيارتك وتوجهك	none	none
228	مستخدم@ يقبرك عزرايل الاهي ��	misogyny	damning
229	مستخدم@ مستخدم@ مستخدم@ كبرانة مبين عليها الكبر	misogyny	stereotyping & objectification
230	مستخدم@ ما تخافوا عم نسمع نانسي السبع وسمّها ما عنا شك انكم قناة مرتشية . طلعت نانسي السبع بتعرف كل المؤامرة على ثوار قطّاع الطرق .	none	none
231	مستخدم@ تخسي ورجلي على رقبتك يالمرتزقه يالمعتوهه https://t.co/yVAA2EQDgo	misogyny	discredit
232	مستخدم@ كل اب عندوا ولاد صغار يهتم بتربيتهم احسن ما يطلعوا مثل يمنى فواز تافهين وبلا اخلاق ويندموا على الساعة لي خلفوهم	misogyny	discredit
233	مستخدم@ روحي ربي عيالك وانتي شبه القرد	misogyny	stereotyping & objectification
234	مستخدم@ ����� راح يصفقوا لش لانك خربتي الوطن يا مخروبه	misogyny	discredit
235	مستخدم@ بحياة عمرك ما بتصيري صحفية انتي كنتي بوق و اوفر كتير و عندك اجندات بس القصة انك غبية مش عرفانة شو عم تع… https://t.co/qjE8obK2pz	misogyny	discredit
236	مستخدم@ احباب جدتك نفسي ارميك بطوبه على الجمجمه ورا راسك قبح الله وجهك	misogyny	threat of violence
237	مستخدم@ ديما الوطيه #تفو	misogyny	discredit
238	مستخدم@ مستخدم@ عبيد البشر هم من يخرسون أما الأحرار فيملئون العالم ضجيجا حتى يصلوا إلى حقوقهم	none	none
239	مستخدم@ نوال جعجع ������	none	none
240	مستخدم@ انتي كتيرر شرشوحة بتجيبي المسبة إلك و لأهلك ليش!!!	misogyny	discredit
241	مستخدم@ هول زعرانك با سافلة https://t.co/3NcvU74d38	misogyny	discredit
242	مستخدم@ في علاقة متجذّرة وعضويّة بين الحالة العونيّة والصرامي.. حتّى إذا بدّن يمدحوا حدا عندن ما بيحكوله غير عن صبّاته �	none	none
243	مستخدم@ مستخدم@ البنت مكانها الستر والاحتشام بالحجاب الصحيح ومكانها المطبخ مالها علاقة بالكورة وشغلة تخص الرجال	misogyny	stereotyping & objectification
244	مستخدم@ وقحة وسخة تفه على شرفك اذا عندك شرف ما بينعتب عليكِ حقودة	misogyny	discredit
245	مستخدم@ يعني كثير حضرتك فخوره بلغتك....حقيقي شغل زعران	none	none
246	مستخدم@ انت سفيهة. شوفي شعبك من بعد مادمرتية ياام سنون مثل الحمار وبعدين ليش حاطة صورة لوجين لان وجهك قبيح او مايشرف. انت عندك جاكوزي https://t.co/FaH8qpcIKa	misogyny	stereotyping & objectification
247	عقليات البنات الكرويه تغثك أغلبهم مايعرفون اساسيات الكورة ولا حاشرين نفسهم ويشوفون نفسهم صح.	misogyny	dominance
248	مستخدم@ مستخدم@ بس يا ديما عم ينقلوا اخبار كاذبة، اوكي اعلام حر بس مش اعلام كذّاب! ما في ثقة.. تعبنا	none	none
249	مستخدم@ مستخدم@ عم بطعموها الها بطاطا ولبنه ولغيرها كبه بالكبايه ...وكنافه علي بابا ���	none	none
250	مستخدم@ السيدة ديما شكرا لك ، ياريت تسلطوا الضوء على النبطية وماتخذلوا هي الفرصة اللي ما صدقوا فيها المسامين ه… https://t.co/UCXzVJ7ROJ	none	none
251	مستخدم@ مستخدم@ مبلا عندن إم مربيتون على الكره و قلّة الأخلاق	none	none
252	أجمل ما في إنتفاضة الشعب اللبناني أنها جاءت في زمن أيقونة الإعلام مستخدم@ و على الألسن التي تهاجمها بالعبارات ا… https://t.co/Mv52CiKXpY	none	none
253	مستخدم@ هيدا بمثل حالو مش من جماعة حدا#ديما _فساد	none	none
254	عقليات البنات اللي كذا ماينفع تتزوج وتفتح بيت وتجيب اولاد . عقليات تافهة سطحية واهلها اتفه منها .	misogyny	discredit
255	مستخدم@ يا مرات مرسي بتطبخى ايه 🤣🤣 تستاهلو الحرق	misogyny	stereotyping & objectification
256	مستخدم@ لك بدك شي واحد يعبيلك راسه	none	none
257	مستخدم@ مستخدم@ هضامتك حلوة بس خليك على قد عمرك اسمو السيد حسن نصرالله او الظاهر بتوجعك كلمة سيد	misogyny	discredit
258	مستخدم@ يا قابضة مصاري يا اما مقهورة	misogyny	discredit
259	مستخدم@ وحياة الله انك هبلة مجدوبة حبيبتي هيدا قصدا انو لبنان واحد هبلة	misogyny	discredit
260	مستخدم@ مستخدم@ و لا يهمك يا قمر ����	none	none
261	مستخدم@ انتي اوسخ امرأة شفتا في حياتي روحي نامي احلا ما تسمعي اكثرمن هيك حاكي	misogyny	discredit
262	مستخدم@ مستخدم@ مستخدم@ والله يا حجة ديما حبتك ��	none	none
263	مستخدم@ بعدين مين انت لتحدديلنا شو الممنوع وشو المسموح نحنا تكليفنا مناخدو بس من سيد الشرف�	none	none
264	مستخدم@ الشرشوحة	misogyny	discredit
265	مستخدم@ ما بفتكر انك على صواب لان نصف الشعب ليس معكم ولا يوءيدكم لان كل اخباركم وخدماتكم مقابل ثمن مادي	none	none
266	مستخدم@ تفوهه ال سعود أسياد الله يذلك	misogyny	damning
267	مستخدم@ سدي بوزك، سلاح اشرف منك واتباعك	misogyny	discredit
268	مستخدم@ انتي وحده ما فيكي خير بتقلب الايام وبنشوف	none	none
269	مستخدم@ دخيلو قلبك الواسع ����������������	none	none
270	مستخدم@ زوجك التهتول بيعرفك مجنونة����؟؟؟	misogyny	discredit
271	مستخدم@ هذا عالم جليل يا جاهلة يا خبيثة يا وسخة يا فاسدة لعنة الله عليك الي يوم الدين	misogyny	discredit
272	مستخدم@ كلكن يعني كلكن	none	none
273	والله عقليات البنات في الدوام يُرثى لهاا 🤕 الطول طول نخله والتصرفات تصرفات بيبي	misogyny	discredit
274	مستخدم@ يسقط بلعك �	misogyny	damning
275	مستخدم@ انتي لستي من فصيلة النساء بل فصيلة الكلاب	misogyny	discredit
276	مستخدم@ انتبهي ع طقم اسنانك لا ينهبونه بعد 😂🤣	none	none
277	مستخدم@ ما تغورى بلدك مليانه صاوره يالا شعللى وولعى نار الفتنه هناك وسبينا فى حالنا ربنا يخدك انتى وكل الخرفان اللى زيك	misogyny	damning
278	مستخدم@ بس يا وسخه يا بت الوسخه يا خاينه وطنك فى مزبله التاريخ انتى و اللى زيك	misogyny	discredit
279	مستخدم@ العهر الكرماني يحاضر عن الحريات امثالك حتى لوكانت في سوق الحواري لم يشتريها احد اسنانك مسوسه ورائحتك نتنه	misogyny	stereotyping & objectification
280	مستخدم@ مقال فتنوي لايفيد الثورة بل يضرها للأسف....	none	none
281	مستخدم@ مستخدم@ مستخدم@ بدك نقرأ مقالك يا معاقة؟	misogyny	stereotyping & objectification
282	لما صحافية تتعرض لهل الحجم من الحملات من احزاب السلطة يعني هل صحافية عم تعمل شغلا على أكمل وجه وعم تقول الحقيقة بو… https://t.co/ZQo6aPuw8D	none	none
283	انت الثوره يا ديما انت سمير قصير انت جبران و بيار انت وليد عيدو انت الصرخه انت الحق بعد ميه سنه صوتك ليبقى و صوتهم ما حدا بيسمعوا مستخدم@	none	none
284	مستخدم@ معاشك ماشي؟ سا فا؟ متل اجرك بقية العالم اي؟ شو فرقت معك ما انتو بهيك ظروف بتشتغلو و العالم التانية متل… https://t.co/rpVti5DXsH	misogyny	discredit
285	مستخدم@ مستخدم@ مستخدم@ هذا أقلية لا تمثل ، لكن من يريد ان يكون فوق الانتقاد عليه ان يقف بمكان الشبهة… https://t.co/nYVl9m0Qnh	none	none
286	مستخدم@ بتقول السيد مش حسن نصرالله السيد تاج راسك	none	none
287	مستخدم@ بتخافي تحكي على حركة امل لانه زوجك عنده بزنس معهم في افريقيا يا #ديما_قراطية 	misogyny	discredit
288	مستخدم@ ديما مع احترامي الك كلن لا تعني سماحة السيد نصر الله هذا الرجل قدم ابنه شهيدا من اجل لبنان في الوقت الذي… https://t.co/ilAl8JRFLk	none	none
289	مستخدم@ وفقك الله لما فية الخير انتي فخر اليمن وبل كل العرب يا بلقيس اليمن	none	none
290	مستخدم@ مستخدم@ الحلو بالموضوع إنو المسيحي و المسلم اجتمعوا على غنية هيلا هيلا هووو...	none	none
291	مستخدم@ لاء انت كذابة حقك ربع وحاقدة قال بالحرف لا نقبل باسقاط العهد ولا نؤيد استقالة الحكومة	misogyny	discredit
292	مستخدم@ ازاى انت اعلاميه وكذابه؟؟؟؟ اردوغان عامل اتفاقية دفاع مشترك مع حكومه شرعية	misogyny	discredit
293	مستخدم@ مظاهرة يا حيوانة مش قطع طريق مدة اسبوع عالناس	misogyny	discredit
294	مستخدم@ مستخدم@ ديما والله العظيم صرت اشفق عليكي .. شوية مهنية بس كرمال صورتك مش اذا بوليت عملت نايبة على حس… https://t.co/DTmMbQWyMa	none	none
295	مستخدم@ وانت كلم عام وأنت بألف خير ياوردتنا الجميلة	none	none
296	مستخدم@ مبسوطة يا #واطية	misogyny	discredit
297	مستخدم@ مستخدم@ والله انك بيتفهمي يا هيك الحكي يا بلا��	none	none
298	مستخدم@ والله وجهك و.....…ك، سوا، المفروض تدفني نفسك ،لكن صدق (إذا لم تستح فصنع ما شئت)	misogyny	discredit
